"order_id";"customer_name";"email";"city";"product_category";"order_date";"quantity";"unit_price";"discount_pct";"revenue";"customer_age";"customer_rating";"sales_rep";"payment_method";"rating_grade";"updated_quantity"
4681;"Karen Walker";"cory49@example.org";"Lagos";"Food";"2026-04-20";2;246.68;15;1007.41;32;0;"David";"Mobile Money";"No Rating";4.81
4639;"Richard Cook";"urosales@example.org";"Abuja";"Food";"2025-01-17";2;448.5;10;2356.17;63;3;"No Rep";"Mobile Money";"Average";5.84
4682;"Lauren Berry";"amyboone@example.com";"Abuja";"Other";"2025-11-14";4;149.25;20;609.34;27;2;"Ahmed";"Mobile Money";"Fair";5.1
4640;"Theresa Lewis";"wjones@example.com";"Abuja";"Food";"2025-05-09";4;215.45;20;4213.88;23;3;"Aisha";"Card";"Average";24.45
4683;"Jack Barton";"averykarina@example.org";"Lagos";"Furniture";"2023-09-13";4;402.19;5;220.37;66;2;"No Rep";"Card";"Fair";0.58
4775;"Sherry Delgado";"martinezderek@example.com";"Abuja";"Other";"2025-07-31";3;346.27;15;4225.61;26;2;"No Rep";"Unspecified";"Fair";14.36
4641;"Arthur Munoz";"jenniferowens@example.org";"Ibadan";"Office Supplies";"2025-06-02";10;651.4;10;1743.29;32;4;"John";"Cash";"Good";2.97
4642;"Anthony Smith";"angela39@example.com";"Port Harcourt";"Electronics";"2026-05-27";2;200.0;15;2645.85;0;4;"Chioma";"Unspecified";"Good";15.56
4776;"Mark Cooper";"";"Kano";"Fashion";"2024-04-14";1;612.34;0;4009.51;32;5;"Mary";"Unspecified";"Excellent";6.55
4643;"Carrie Mckinney";"";"Abuja";"Food";"2023-12-02";3;173.71;10;700.98;39;3;"John";"Unspecified";"Average";4.48
4644;"Mark Wilson";"nicholas01@example.org";"Unknown location";"Other";"2024-08-01";5;973.95;0;3092.03;20;2;"David";"Unspecified";"Fair";3.18
4684;"James Ortiz";"cervanteslauren@example.net";"Enugu";"Electronics";"2025-08-11";10;415.63;0;4726.22;42;5;"Mary";"Card";"Excellent";11.37
4777;"Tanner Lyons";"fcox@example.net";"Unknown location";"Office Supplies";"2025-06-03";1;306.35;15;3382.36;41;1;"David";"Cash";"Poor";12.99
4645;"Jessica Clark";"brianpaul@example.com";"Unknown location";"Fashion";"2025-02-15";0;854.48;5;4332.09;0;5;"Chioma";"Mobile Money";"Excellent";5.34
4685;"Michael Ward";"tracey33@example.net";"Lagos";"Food";"2023-11-15";4;597.89;0;3950.53;63;5;"John";"Mobile Money";"Excellent";6.61
4686;"Todd Morgan";"leblancshawn@example.net";"Lagos";"Food";"2023-12-04";2;623.16;0;1767.56;28;1;"No Rep";"Card";"Poor";2.84
4646;"Sharon Dawson";"jeanrocha@example.com";"Enugu";"Electronics";"2024-07-26";10;227.02;10;4128.24;36;1;"No Rep";"Unspecified";"Poor";20.21
0;"Lori Nicholson";"";"Abuja";"Other";"2025-01-21";2;401.71;0;3739.02;55;3;"David";"Transfer";"Average";9.31
4778;"Tiffany Maddox";"tammy95@example.com";"Unknown location";"Furniture";"2024-04-19";10;316.02;20;3728.07;44;3;"Ahmed";"Cash";"Average";14.75
4688;"Michael Erickson";"christinagarcia@example.com";"Port Harcourt";"Office Supplies";"2024-12-16";4;209.29;0;4763.35;29;0;"No Rep";"Transfer";"No Rating";22.76
4647;"Jonathan Bryant";"rhughes@example.org";"Kano";"Electronics";"2024-10-04";0;659.82;0;2706.02;46;2;"No Rep";"Unspecified";"Fair";4.1
4689;"Deborah Day";"conniewilliams@example.org";"Ibadan";"Other";"2024-08-16";5;388.46;0;612.33;23;5;"No Rep";"Transfer";"Excellent";1.58
4648;"Charles Allen";"alyssa79@example.net";"Abuja";"Fashion";"2024-09-17";1;984.51;0;1039.89;61;0;"John";"Cash";"No Rating";1.06
4779;"William Nelson";"brian94@example.com";"Port Harcourt";"Fashion";"2025-08-02";0;9.99;5;736.54;42;1;"No Rep";"Cash";"Poor";77.61
4690;"Mary King";"jbrooks@example.net";"Port Harcourt";"Electronics";"2024-07-26";10;435.41;0;2181.46;23;1;"John";"Unspecified";"Poor";5.01
4691;"Lisa Anderson DVM";"gibsoneric@example.org";"Ibadan";"Food";"2023-07-28";4;564.33;5;595.53;27;4;"David";"Unspecified";"Good";1.11
4692;"Megan Bates";"brendabradshaw@example.net";"Kano";"Other";"2026-01-03";5;194.79;0;32.79;47;0;"Ahmed";"Cash";"No Rating";0.17
4780;"Ryan Conrad";"josephsimpson@example.org";"Lagos";"Office Supplies";"2025-02-07";5;938.65;5;4666.18;40;0;"Chioma";"Unspecified";"No Rating";5.23
4693;"Jason Jones";"ballmichael@example.com";"Port Harcourt";"Fashion";"2024-06-21";2;237.01;0;3668.33;69;1;"No Rep";"Card";"Poor";15.48
4694;"Victor Harmon";"steven74@example.com";"Lagos";"Office Supplies";"2023-11-26";5;756.23;15;2433.19;53;5;"Mary";"Transfer";"Excellent";3.79
4695;"Joshua Robinson";"griffinzachary@example.org";"Port Harcourt";"Office Supplies";"2025-07-22";5;489.02;0;3330.62;21;2;"No Rep";"Unspecified";"Fair";6.81
4781;"Jason Arias";"kevinwelch@example.net";"Port Harcourt";"Furniture";"2026-04-12";5;666.7;15;3560.9;63;4;"Ahmed";"Transfer";"Good";6.28
4696;"John Jackson";"svalentine@example.net";"Lagos";"Electronics";"2023-10-22";4;180.3;5;3894.06;36;2;"Chioma";"Transfer";"Fair";22.73
4837;"Nicole Bowers";"ebaker@example.com";"Unknown location";"Food";"2023-08-17";10;290.92;20;554.16;0;2;"No Rep";"Cash";"Fair";2.38
4697;"Tammy Jenkins";"heatherkaiser@example.org";"Kano";"Fashion";"2026-04-16";5;510.83;0;289.7;62;4;"No Rep";"Transfer";"Good";0.57
4838;"Pamela Cordova";"tina90@example.org";"Abuja";"Other";"2024-01-08";4;263.63;20;933.04;60;4;"No Rep";"Card";"Good";4.42
4698;"Janet Simmons";"douglas92@example.org";"Kano";"Other";"2025-03-13";10;911.55;15;2953.02;22;2;"No Rep";"Card";"Fair";3.81
4782;"Phillip Miller";"michael95@example.net";"Unknown location";"Office Supplies";"2024-01-15";5;125.48;0;1898.55;65;3;"Chioma";"Cash";"Average";15.13
4699;"Keith Mullins";"medinakyle@example.com";"Kano";"Other";"2026-02-16";1;493.92;0;3292.28;41;2;"David";"Transfer";"Fair";6.67
4839;"Rebecca Jenkins";"hoffmanrebecca@example.net";"Abuja";"Office Supplies";"2024-05-22";0;337.71;15;1274.19;25;2;"Mary";"Transfer";"Fair";4.44
4700;"Dr. Jill Martin";"rachel18@example.org";"Lagos";"Furniture";"2026-05-18";5;901.85;0;2548.92;49;5;"No Rep";"Mobile Money";"Excellent";2.83
4701;"Johnny Morgan";"";"Port Harcourt";"Office Supplies";"2024-02-29";4;246.05;5;1194.7;56;1;"No Rep";"Cash";"Poor";5.11
4783;"Christopher Watson";"hturner@example.org";"Unknown location";"Electronics";"2024-12-03";3;946.44;0;4920.15;46;5;"Ahmed";"Card";"Excellent";5.2
4840;"Matthew Macdonald";"katrina11@example.net";"Lagos";"Fashion";"2024-09-04";4;75.35;0;3545.0;68;4;"No Rep";"Transfer";"Good";47.05
4702;"Megan Cruz";"cameron67@example.org";"Lagos";"Fashion";"2024-09-13";4;374.87;0;2150.32;60;5;"John";"Cash";"Excellent";5.74
4703;"Zachary Davidson";"zestrada@example.com";"Kano";"Electronics";"2024-03-13";2;26.53;0;801.05;31;0;"Aisha";"Mobile Money";"No Rating";30.19
4841;"Steven Hernandez";"amber65@example.org";"Lagos";"Electronics";"2025-05-24";10;455.12;5;529.44;58;2;"Aisha";"Unspecified";"Fair";1.23
4704;"Stephanie Henderson";"douglas80@example.org";"Unknown location";"Fashion";"2023-08-17";1;834.42;0;435.14;0;0;"Mary";"Transfer";"No Rating";0.52
4784;"Riley Wood";"ricardobrown@example.net";"Lagos";"Fashion";"2026-05-02";3;883.52;0;2481.94;26;3;"No Rep";"Unspecified";"Average";2.81
4705;"Mark Taylor";"awells@example.org";"Lagos";"Furniture";"2024-02-09";10;21.62;10;3709.59;49;0;"Chioma";"Unspecified";"No Rating";190.65
4706;"Erica Hampton";"morgan65@example.net";"Unknown location";"Furniture";"2024-11-30";10;532.32;0;1556.59;21;2;"Ahmed";"Mobile Money";"Fair";2.92
4707;"Sarah Johnson";"paul88@example.org";"Abuja";"Fashion";"2025-07-04";1;942.62;0;2435.78;26;0;"David";"Mobile Money";"No Rating";2.58
4785;"Carrie Berg";"mathewespinoza@example.com";"Port Harcourt";"Electronics";"2023-07-28";10;901.38;20;2141.76;28;4;"John";"Transfer";"Good";2.97
4786;"Lisa Jones";"pateltammy@example.com";"Lagos";"Furniture";"2026-01-18";4;332.59;0;2947.63;69;3;"Mary";"Transfer";"Average";8.86
4708;"";"zkent@example.org";"Lagos";"Furniture";"2025-07-11";4;934.31;10;3834.11;52;5;"Ahmed";"Card";"Excellent";4.56
4709;"Jason Young";"james46@example.org";"Lagos";"Furniture";"2025-07-18";4;900.5;15;1674.67;25;3;"Ahmed";"Card";"Average";2.19
4787;"";"uhendrix@example.net";"Lagos";"Other";"2025-05-21";3;558.38;15;3314.63;33;5;"David";"Transfer";"Excellent";6.98
4710;"Gary Ware";"klane@example.com";"Lagos";"Electronics";"2023-11-30";4;546.37;0;1800.18;46;3;"Aisha";"Transfer";"Average";3.3
4842;"Jose Adams";"";"Abuja";"Other";"2023-07-14";1;559.81;0;1629.75;19;2;"Mary";"Mobile Money";"Fair";2.91
4711;"Derek Joseph";"bobbycunningham@example.net";"Lagos";"Other";"2024-12-10";1;441.45;0;2299.0;0;0;"No Rep";"Unspecified";"No Rating";5.21
4788;"Paul Burton";"evansdaniel@example.com";"Abuja";"Food";"2024-12-14";0;639.25;15;4341.71;25;1;"John";"Cash";"Poor";7.99
4789;"Kathryn Vazquez";"huntkeith@example.net";"Abuja";"Other";"2026-03-22";3;653.6;0;1405.47;38;3;"No Rep";"Mobile Money";"Average";2.15
4843;"Danielle Patterson";"telliott@example.net";"Abuja";"Other";"2023-10-21";10;299.37;0;3773.96;40;3;"No Rep";"Card";"Average";12.61
4790;"Adam Garcia";"scotthenry@example.com";"Enugu";"Electronics";"2023-10-23";1;381.32;0;508.75;50;5;"Ahmed";"Mobile Money";"Excellent";1.33
4844;"Carla Glass";"agarcia@example.net";"Lagos";"Food";"2025-03-24";2;657.82;15;1821.66;65;1;"David";"Cash";"Poor";3.26
4791;"Mr. Henry Morris";"jane71@example.net";"Ibadan";"Office Supplies";"2026-03-03";10;676.8;5;456.65;66;4;"Ahmed";"Unspecified";"Good";0.71
4792;"Kenneth Rice";"coreywilson@example.org";"Lagos";"Electronics";"2024-10-18";5;31.46;10;2683.28;48;4;"Mary";"Cash";"Good";94.77
4845;"George Boyd";"johntaylor@example.org";"Unknown location";"Other";"2023-07-16";10;442.56;5;1566.77;29;5;"No Rep";"Cash";"Excellent";3.73
4793;"Dustin Thomas";"ecraig@example.net";"Lagos";"Food";"2026-01-28";1;579.07;10;778.28;39;4;"Aisha";"Card";"Good";1.49
4794;"Dean Johnson";"andreamiller@example.com";"Abuja";"Fashion";"2026-01-06";3;302.96;0;4421.35;31;1;"Chioma";"Card";"Poor";14.59
4897;"James King";"gravesthomas@example.net";"Enugu";"Office Supplies";"2024-03-24";2;503.83;10;3531.74;31;4;"Chioma";"Unspecified";"Good";7.79
4846;"Jason Conley";"";"Abuja";"Furniture";"2023-11-02";5;74.32;0;3397.06;36;1;"Ahmed";"Card";"Poor";45.71
4795;"Sergio Smith";"xdrake@example.net";"Ibadan";"Office Supplies";"2024-06-29";2;463.53;0;632.83;39;4;"David";"Mobile Money";"Good";1.37
4898;"Denise Knight";"sanfordelizabeth@example.org";"Abuja";"Other";"2024-10-04";5;193.19;15;4601.09;19;0;"No Rep";"Mobile Money";"No Rating";28.02
4796;"Penny James";"charles78@example.com";"Unknown location";"Office Supplies";"2026-02-18";10;973.49;10;544.22;37;1;"John";"Card";"Poor";0.62
4847;"Deanna Morrison";"leegeorge@example.com";"Lagos";"Furniture";"2024-11-18";1;508.37;0;1948.41;25;2;"No Rep";"Mobile Money";"Fair";3.83
4899;"Keith Leblanc";"jamie57@example.org";"Unknown location";"Fashion";"2025-10-21";2;345.37;20;183.39;43;5;"David";"Transfer";"Excellent";0.66
4797;"Laura Kane";"johnburke@example.net";"Port Harcourt";"Food";"2025-05-08";5;524.31;0;3753.33;68;3;"David";"Transfer";"Average";7.16
4900;"Teresa Brown";"richardsteele@example.org";"Ibadan";"Food";"2025-09-04";0;104.09;5;2011.03;36;4;"Aisha";"Transfer";"Good";20.34
4798;"Jon Little";"jillian96@example.com";"Lagos";"Other";"2024-08-15";2;838.29;5;2872.3;61;2;"Ahmed";"Unspecified";"Fair";3.61
4901;"Allison Parrish";"";"Ibadan";"Fashion";"2026-03-01";1;358.9;10;265.48;50;0;"Mary";"Transfer";"No Rating";0.82
4799;"Joe Ford";"medinamary@example.net";"Port Harcourt";"Furniture";"2026-03-08";4;662.71;20;345.63;44;4;"No Rep";"Cash";"Good";0.65
4902;"David Kennedy";"johnsondouglas@example.org";"Abuja";"Office Supplies";"2025-12-13";1;311.12;20;914.36;22;4;"Aisha";"Unspecified";"Good";3.67
4800;"Christopher Gonzalez";"wilsonandrew@example.org";"Kano";"Office Supplies";"2025-05-05";0;940.05;20;117.3;21;5;"Aisha";"Transfer";"Excellent";0.16
4903;"Jessica Blackburn";"lanthony@example.org";"Port Harcourt";"Food";"2025-06-06";1;353.67;15;515.94;54;5;"Ahmed";"Unspecified";"Excellent";1.72
4801;"Ryan Bailey";"rossvalerie@example.net";"Abuja";"Office Supplies";"2025-04-29";1;402.08;0;1547.05;60;3;"Aisha";"Card";"Average";3.85
4904;"Deanna Forbes";"";"Ibadan";"Fashion";"2024-01-19";0;829.78;10;118.74;66;0;"John";"Card";"No Rating";0.16
4802;"Jesus Alexander";"oneillandrea@example.com";"Lagos";"Office Supplies";"2026-01-02";5;90.68;0;48.01;39;4;"Chioma";"Unspecified";"Good";0.53
4848;"Amanda Henson";"dorseydonna@example.net";"Abuja";"Electronics";"2025-06-18";10;700.54;0;1578.76;27;2;"John";"Transfer";"Fair";2.25
4803;"Michael Brown";"rodriguezbrian@example.com";"Ibadan";"Fashion";"2025-10-15";3;564.57;20;1893.24;40;0;"Mary";"Mobile Money";"No Rating";4.19
4905;"Brad Martin";"xhall@example.com";"Lagos";"Electronics";"2025-01-28";4;736.06;15;3272.91;49;4;"David";"Mobile Money";"Good";5.23
4804;"Shirley Daniels";"larry80@example.com";"Lagos";"Other";"2023-09-05";5;21.32;15;25.23;24;5;"No Rep";"Unspecified";"Excellent";1.39
4849;"Dean Anderson";"guerradiane@example.com";"Abuja";"Office Supplies";"2024-04-29";2;323.15;5;2096.69;64;3;"Ahmed";"Transfer";"Average";6.83
4906;"Carl Lloyd";"";"Port Harcourt";"Food";"2024-11-12";0;934.13;0;2053.42;69;2;"No Rep";"Unspecified";"Fair";2.2
4805;"Scott Galvan";"jamesjackson@example.org";"Enugu";"Food";"2025-09-12";2;380.7;0;617.2;68;5;"Chioma";"Unspecified";"Excellent";1.62
4907;"Jordan Faulkner";"monica85@example.com";"Abuja";"Electronics";"2024-04-25";2;392.92;0;1083.97;43;4;"No Rep";"Transfer";"Good";2.76
4806;"Charles Butler DDS";"dennis97@example.org";"Lagos";"Fashion";"2025-10-18";2;923.03;0;1952.04;24;0;"No Rep";"Cash";"No Rating";2.12
4850;"Donald Burgess";"janetwest@example.org";"Port Harcourt";"Fashion";"2023-09-27";0;688.4;5;3723.9;69;4;"Aisha";"Transfer";"Good";5.69
4908;"Carla Moon";"nuneznatalie@example.com";"Unknown location";"Fashion";"2025-03-13";1;579.17;5;1491.35;25;2;"Ahmed";"Cash";"Fair";2.71
4807;"Anthony Lee";"alexandra16@example.com";"Unknown location";"Electronics";"2025-04-09";3;804.8;0;4148.2;63;5;"Aisha";"Unspecified";"Excellent";5.15
4909;"Sydney Wilson";"dschwartz@example.com";"Lagos";"Food";"2024-12-08";4;643.09;0;3216.26;65;0;"David";"Unspecified";"No Rating";5.0
4851;"Gabriel Watson";"charles21@example.net";"Enugu";"Office Supplies";"2024-10-27";3;340.9;10;2120.83;42;3;"Mary";"Mobile Money";"Average";6.91
4808;"Jose Fernandez";"johnnyramsey@example.net";"Unknown location";"Electronics";"2023-07-28";3;315.89;20;2173.44;63;2;"Aisha";"Transfer";"Fair";8.6
4910;"Hannah Hernandez";"joycehall@example.org";"Abuja";"Furniture";"2024-10-01";5;183.54;20;2409.54;57;0;"No Rep";"Card";"No Rating";16.41
4809;"Courtney Frank";"";"Unknown location";"Fashion";"2024-11-06";5;931.16;20;761.28;31;2;"No Rep";"Card";"Fair";1.02
4911;"Andrew Cline";"";"Kano";"Other";"2024-11-27";1;153.47;0;2224.22;65;3;"Ahmed";"Transfer";"Average";14.49
4852;"Stacy Young";"ashleymyers@example.com";"Ibadan";"Fashion";"2026-01-28";1;409.88;15;1898.13;60;3;"Ahmed";"Card";"Average";5.45
4810;"Tyler Ruiz";"barbara98@example.net";"Lagos";"Other";"2024-10-04";10;65.97;10;4155.71;52;1;"John";"Unspecified";"Poor";69.99
4912;"Cheryl Washington";"deleonandrew@example.com";"Lagos";"Fashion";"2026-04-03";5;623.44;5;2068.83;55;5;"Chioma";"Cash";"Excellent";3.49
4811;"Jennifer Landry";"hunter40@example.net";"Unknown location";"Office Supplies";"2024-06-04";1;132.86;0;4379.8;28;4;"Aisha";"Card";"Good";32.97
4853;"Amanda Moore";"garciacharlotte@example.net";"Lagos";"Other";"2025-11-24";5;433.38;20;4504.6;41;3;"Ahmed";"Mobile Money";"Average";12.99
4913;"Andrew Hill";"jessicaellison@example.com";"Ibadan";"Other";"2024-10-30";2;922.03;10;4006.72;21;1;"Chioma";"Mobile Money";"Poor";4.83
0;"Jessica Rodriguez";"williamcarter@example.com";"Enugu";"Other";"2024-05-23";5;329.66;5;3364.37;41;1;"Chioma";"Transfer";"Poor";10.74
4914;"";"smithmatthew@example.org";"Ibadan";"Fashion";"2025-08-12";3;82.48;15;4355.07;25;1;"No Rep";"Mobile Money";"Poor";62.12
4813;"Julia Garcia";"karen53@example.org";"Ibadan";"Fashion";"2024-01-20";2;919.67;0;1821.82;18;1;"No Rep";"Unspecified";"Poor";1.98
4854;"Eric Hill";"zcohen@example.net";"Unknown location";"Office Supplies";"2024-11-15";0;939.62;0;1494.1;57;0;"No Rep";"Card";"No Rating";1.59
4815;"Dr. Judith Campbell";"wdavis@example.com";"Enugu";"Furniture";"2025-01-14";1;667.5;0;4553.95;42;5;"Ahmed";"Cash";"Excellent";6.82
4816;"Timothy Alvarez";"lisayoung@example.com";"Lagos";"Office Supplies";"2025-09-23";2;937.02;0;3294.38;26;0;"No Rep";"Transfer";"No Rating";3.52
4855;"Mrs. Claudia Swanson MD";"vwalker@example.org";"Port Harcourt";"Other";"2023-08-14";4;507.67;20;490.08;63;4;"John";"Mobile Money";"Good";1.21
4817;"Steven Gonzalez";"collinssharon@example.com";"Port Harcourt";"Office Supplies";"2025-07-13";3;213.87;0;639.65;58;5;"Aisha";"Unspecified";"Excellent";2.99
4819;"Brittney Waller";"michaelriley@example.org";"Enugu";"Electronics";"2025-02-20";1;714.26;0;1712.24;65;0;"Ahmed";"Mobile Money";"No Rating";2.4
4856;"Todd Sanders";"mitchelltimothy@example.net";"Ibadan";"Electronics";"2023-08-14";0;436.25;0;2325.19;23;0;"Chioma";"Mobile Money";"No Rating";5.33
4820;"Shannon Weaver";"";"Abuja";"Furniture";"2026-05-06";5;977.03;10;3234.35;20;4;"Ahmed";"Mobile Money";"Good";3.68
4857;"Erin Morris";"joshua50@example.com";"Abuja";"Electronics";"2025-06-14";4;909.64;5;1731.18;48;1;"Aisha";"Transfer";"Poor";2.0
4821;"Marissa Sanchez";"moorewilliam@example.org";"Abuja";"Fashion";"2024-01-26";4;878.26;5;4985.49;32;4;"Ahmed";"Cash";"Good";5.98
4822;"Hannah Morgan";"deborahharper@example.com";"Enugu";"Office Supplies";"2025-02-23";4;551.86;10;4427.17;37;1;"David";"Unspecified";"Poor";8.91
4858;"Rachel Richards MD";"chamberskimberly@example.com";"Abuja";"Furniture";"2026-01-24";3;475.07;10;3503.64;19;3;"No Rep";"Unspecified";"Average";8.19
4823;"";"";"Abuja";"Food";"2024-08-19";0;846.99;15;3822.88;55;4;"David";"Transfer";"Good";5.31
4859;"Tara Peters";"duncantamara@example.com";"Kano";"Office Supplies";"2024-12-24";1;71.7;0;3128.39;48;2;"Aisha";"Transfer";"Fair";43.63
4824;"Yesenia Roman";"sabrina25@example.org";"Lagos";"Furniture";"2024-02-05";10;881.86;15;4296.7;29;4;"No Rep";"Card";"Good";5.73
4825;"Calvin Hobbs";"zachary82@example.org";"Kano";"Fashion";"2024-09-27";0;296.46;0;1966.63;19;3;"Aisha";"Cash";"Average";6.63
4860;"Thomas Herrera";"willisderrick@example.net";"Abuja";"Fashion";"2024-04-19";2;550.89;0;2061.26;34;1;"Mary";"Cash";"Poor";3.74
4826;"Leah Gonzalez";"copelandcolin@example.com";"Kano";"Office Supplies";"2026-04-21";2;258.9;0;4292.31;46;5;"Ahmed";"Transfer";"Excellent";16.58
4827;"Brandon Nguyen";"rmartin@example.org";"Enugu";"Office Supplies";"2024-08-08";3;550.24;0;2784.56;21;4;"John";"Transfer";"Good";5.06
4861;"Victoria Hall";"browngregory@example.org";"Abuja";"Fashion";"2024-10-03";1;827.28;20;2441.86;54;5;"John";"Transfer";"Excellent";3.69
4828;"Hayley Blair";"tammyroman@example.net";"Abuja";"Other";"2023-10-05";4;343.2;5;2931.15;37;1;"No Rep";"Mobile Money";"Poor";8.99
4829;"Sara Warner";"teresagibson@example.net";"Abuja";"Fashion";"2025-09-18";1;536.66;10;672.7;60;5;"Aisha";"Card";"Excellent";1.39
4862;"Mr. Colton Webster";"michelle61@example.net";"Lagos";"Furniture";"2025-04-27";1;158.56;0;2235.99;20;1;"David";"Mobile Money";"Poor";14.1
4830;"Bernard Hill";"smays@example.org";"Lagos";"Fashion";"2025-01-24";2;115.4;5;3042.62;57;2;"David";"Unspecified";"Fair";27.75
4863;"Thomas Evans";"afreeman@example.org";"Ibadan";"Fashion";"2024-11-04";1;612.83;0;4694.4;33;4;"John";"Mobile Money";"Good";7.66
4831;"Ashley Greer";"diazmelissa@example.com";"Abuja";"Electronics";"2024-04-17";0;9.9;0;3163.64;39;1;"David";"Transfer";"Poor";319.56
4832;"Larry Cook";"maloneedward@example.net";"Kano";"Office Supplies";"2025-06-21";3;684.91;0;2619.85;18;3;"No Rep";"Unspecified";"Average";3.83
4864;"Robert Johnson";"timothypeterson@example.org";"Enugu";"Electronics";"2025-04-25";3;594.07;0;4962.86;69;2;"No Rep";"Cash";"Fair";8.35
4833;"Nathaniel Hunt";"briggsdanielle@example.net";"Port Harcourt";"Furniture";"2026-04-21";5;92.82;0;263.71;42;2;"John";"Transfer";"Fair";2.84
4834;"Julie Booth";"josephwilson@example.net";"Lagos";"Food";"2023-12-17";10;445.91;5;3744.12;19;3;"David";"Transfer";"Average";8.84
4865;"Derek Hopkins";"tinagreen@example.org";"Abuja";"Food";"2023-07-17";10;621.53;0;4470.45;0;1;"No Rep";"Cash";"Poor";7.19
4835;"Lisa Galvan";"andersonearl@example.net";"Lagos";"Electronics";"2024-07-28";4;728.91;0;2008.62;61;0;"David";"Cash";"No Rating";2.76
4836;"Samuel Navarro";"randallhoward@example.org";"Enugu";"Food";"2024-03-28";4;75.25;0;2026.55;54;0;"No Rep";"Card";"No Rating";26.93
4866;"Linda Clark";"sarahgarcia@example.net";"Kano";"Fashion";"2023-06-29";3;757.54;15;4708.77;27;2;"Ahmed";"Cash";"Fair";7.31
4915;"Roberta Alvarado";"ndaniels@example.org";"Lagos";"Fashion";"2025-06-15";1;214.06;10;1017.43;62;2;"No Rep";"Transfer";"Fair";5.28
4916;"Jennifer Rangel";"patelscott@example.com";"Unknown location";"Other";"2024-07-09";4;273.78;0;4218.46;56;5;"No Rep";"Card";"Excellent";15.41
4867;"Julia Pearson";"conradelizabeth@example.com";"Unknown location";"Other";"2025-06-29";1;785.53;5;2382.24;67;5;"Aisha";"Cash";"Excellent";3.19
4917;"Jacob Moody";"";"Lagos";"Food";"2025-04-04";10;85.96;15;36.78;67;2;"Chioma";"Unspecified";"Fair";0.5
4918;"Amy Fox";"andrewgilbert@example.org";"Enugu";"Electronics";"2023-11-04";10;818.19;0;733.22;69;1;"Ahmed";"Mobile Money";"Poor";0.9
4919;"Jessica Harrell";"ryanhall@example.com";"Enugu";"Furniture";"2024-10-31";10;705.38;0;29.64;43;0;"Mary";"Mobile Money";"No Rating";0.04
4868;"Lucas Garcia";"alyssamorgan@example.org";"Lagos";"Fashion";"2025-07-04";0;791.31;10;480.53;66;5;"Ahmed";"Cash";"Excellent";0.68
4920;"Michael Romero";"davidchapman@example.org";"Lagos";"Food";"2026-01-15";0;182.85;0;4280.71;67;2;"No Rep";"Mobile Money";"Fair";23.41
4959;"Karen Avila";"pamelataylor@example.org";"Port Harcourt";"Electronics";"2024-06-07";1;255.49;0;2436.38;52;2;"No Rep";"Mobile Money";"Fair";9.54
4921;"Paul Clark";"";"Abuja";"Furniture";"2024-04-04";10;665.05;5;4501.69;29;3;"Ahmed";"Cash";"Average";7.13
4922;"Marcia Carlson";"kmartin@example.com";"Port Harcourt";"Other";"2025-04-27";5;779.02;20;2397.99;62;3;"No Rep";"Card";"Average";3.85
4869;"Daniel Gallagher";"qmitchell@example.net";"Abuja";"Electronics";"2023-12-07";0;342.33;0;4954.55;56;0;"David";"Transfer";"No Rating";14.47
4960;"Denise Hendrix";"willisjeremy@example.net";"Ibadan";"Other";"2025-10-04";5;502.12;0;599.05;35;4;"Chioma";"Cash";"Good";1.19
4923;"Jason Boyer";"clarkbrian@example.com";"Enugu";"Electronics";"2026-01-08";1;543.02;20;158.4;36;2;"Chioma";"Cash";"Fair";0.37
4924;"Rachel Stewart";"santiagomark@example.com";"Lagos";"Furniture";"2023-11-15";2;538.63;5;389.35;19;3;"Aisha";"Unspecified";"Average";0.76
4961;"Miranda Garcia";"";"Unknown location";"Other";"2026-03-15";2;379.3;0;4122.82;18;3;"Aisha";"Unspecified";"Average";10.87
4925;"Valerie Farmer";"wduran@example.net";"Lagos";"Food";"2024-04-26";3;61.31;5;4508.08;65;4;"Aisha";"Card";"Good";77.4
4870;"Julia Thompson DDS";"";"Ibadan";"Other";"2024-09-29";0;844.47;0;3934.94;47;4;"Ahmed";"Cash";"Good";4.66
4926;"Kevin Ward";"rodgersjohn@example.net";"Kano";"Electronics";"2024-12-30";2;210.23;0;3547.43;30;0;"Ahmed";"Mobile Money";"No Rating";16.87
4962;"David Middleton";"garciaisaac@example.com";"Ibadan";"Office Supplies";"2025-02-16";1;915.02;10;2813.77;69;0;"Chioma";"Card";"No Rating";3.42
4927;"Charles Doyle";"ygilmore@example.org";"Enugu";"Electronics";"2023-10-11";2;531.58;15;3006.78;39;4;"Mary";"Cash";"Good";6.65
4928;"Jason Johnson";"dannyhernandez@example.com";"Unknown location";"Other";"2023-12-15";1;153.0;0;1401.2;60;5;"No Rep";"Card";"Excellent";9.16
4963;"Kimberly Decker";"ronald58@example.net";"Abuja";"Food";"2025-09-30";1;472.73;0;1199.58;24;5;"Ahmed";"Cash";"Excellent";2.54
4871;"Tiffany Myers";"wesley78@example.org";"Abuja";"Furniture";"2024-09-06";10;667.54;10;288.21;68;2;"Ahmed";"Unspecified";"Fair";0.48
4929;"Diana Garza";"";"Port Harcourt";"Food";"2025-01-31";2;574.73;10;1817.57;22;3;"David";"Cash";"Average";3.51
